word	rn	semcat	subcat	semkey
LANDING-PLACE	0	Nloc	6k/5	9.10.6
LANDLORD	6	Nhum	3a/5.4	4.2.5.3
LANDSLIDE	28	Nnat	2c.1/7	3.2.6
LANDSLIP	2	Nnat	2c.1/6	3.2.5
LANE	4	Nloc	6k/1	9.10.1
LANGUAGE	417	Ncult	9d/	5.8
LANGUID	2	Vadj	5c/	8.3.1.14.1
LANGUISH	2	Vadj	5c/	8.3.1.14.1
LANGUR	12	Nanim	2a.1/10	2.1.9
LAO	2	Nhum	3a/1	4.6
LAP	110	Nbp	1a/4.4.1	1.4.4.2
LAPSE	2	Vcos	6c/	9.5
LAPSI	4	Error	x/	x.x
LAPWIN	0	Error	x/	x.x
LARD	24	Nbp	1a/6.4.1	1.6.4.1
LARDER	2	Ncont	9a/	5.11.1
LARGE	442	Nshiz	6e/	9.7.1
LARGE INTESTINE	1	Nbp	1a/7.7	1.7.7
LARGE-LEAVED	0	Nveg	2b.1/3.2.1	3.1.5.1
LARGES	2	Error	x/	x.x
LARK	8	Nanim	2a.1/11.2	2.2.4.1
LARVA	10	Nanim	2a.1/14	2.2.6
LARYNX	79	Nbp	1a/3.5.4	1.3.5.4
LASH	4	Vact	4a/2.1	6.2.2.1
LASHES	4	Nbp	1a/2.6.5	1.2.6.5
LASSO	8	Nhusb	9e/	5.14
LAST	464	Num	6h/	9.9
LAST-BORN	0	Nkin	3b/3	4.7.3
LASTIN	2	Error	x/	x.x
LATCH	14	Nfast	9c/	5.11.9
LATE	266	Ntime	6i/	9.1.1
LATELY	4	Ntime	6i/	9.1.1
LATER	188	Ntime	6i/4	9.1.5
LATERAL	2	Vadj	5c/5.4	7.1.5.4
LATEST	2	Ntime	6i/	9.1.1
LATHE	6	Ntool	9a/4	5.11.5.4
LATRINE	42	Ndwel	9c/2	5.11.9.2
LATRINES	2	Ndwel	9c/2	5.11.9.2
LATTER	2	Vadj	5c/8.3	7.1.8.3
LAUGH	867	Nbp	1a/8.9	1.8.8.1
LAUGH?	2	Error	x/	x.x
LAUGHING	2	Vbp	1b/8.9	1.8.8.1
LAUGHINGLY	2	Vbp	1b/8.9	1.8.8.1
LAUGHTER	4	Vbp	1b/8.9	1.8.8.1
LAUREL	2	Nveg	2b.1/1.1	3.1.1
LAURELS	2	Nveg	2b.1/1.1	3.1.1
LAURU	0	Error	x/	x.x
LAURUS	2	Error	x/	x.x
LAVATORY	0	Nart	9f/	5.11
LAVISH	2	Vadj	5c/2.1	
LAW	118	Nsoc	9d/	5.8
LAWN	4	Nnat	2c.1/6	3.2.5
LAWS	2	Nsoc	9d/	5.8
LAX	10	Vadj	5c/10	6.13.1
LAX FINISHED	2	Vadj	5c/10	
LAY	470	Vput	4e.3/	6.17
LAY EGGS	1	Vbp	1b/9.3.3	1.9.1.2
LAYER	14	Vput	4e.3/	6.17
LAYERS	8	Vput	4e.3/	6.17
LAYMAN	2	Nhum	3a/4	4.2.4
LAZINESS	12	Vadj	5c/3.1	9.6.2
LAZY	270	Vadj	5c/3.1	9.6.2.2
LEAD	354	Vact	4a/2.1	6.2.2.1
LEADER	20	Vact	4a/2.1	6.2.2.1
LEADERS	2	Vact	4a/2.1	6.2.2.1
LEADING	4	Vact	4a/2.1	6.2.2.1
LEAF	649	Nveg	2b.1/3.4	3.1.3
LEAF-BUD	0	Nveg	2b.1/3.4	3.1.3
LEAFLIKE PART	3	Nveg	2b.1/3.4	3.1.3
LEAFSHEDDING	2	Nveg	2b.1/3.4	3.1.3
LEAFSTALK	2	Nveg	2b.1/3.4	3.1.3
LEAK	182	Vliq	4b.3/	6.6
LEAKS	2	Vliq	4b.3/	6.6
LEAKY	2	Vliq	4b.3/	6.6
LEAN	534	Vbp	1b/1.1	1.1.1.2
LEAN PERSON	1	Nbp	1a/1.1	1.1.1.2
LEANING	2	Vadj	5c/5.1	7.1.5.1
LEAP	18	Vmot	4b.4/4	6.7.4
LEAP STRIDE	2	Vmot	4b.4/4	6.7.4
LEARN	278	Vpsi	5d/1.12.1	8.3.1.12.1
LEASE-ROD	4	x	x/	x.x
LEAST	36	Vadj	5c/2.1	7.1.2.1
LEATHER	181	Nbp	1a/6.5.1	1.6.5.1
LEAVE	168	Vsep	4c.7/1.2	6.10.2
LEAVED	2	Nveg	2b.1/3.4	3.1.3
LEAVEN	2	Vfood	9b/	5.5
LEAVES	160	Nveg	2b.1/3.4	3.1.3
LEAVING	2	Vsep	4c.7/1.2	6.10.2
LEAVINGS	2	Vsep	4c.7/1.2	6.10.2
LECTULARIUS	2	Error	x/	x.x
LEDGE	8	Nnat	2c.1/6	3.2.5
LEECH	458	Nanim	2a.1/14	2.2.6
LEEK	4	Nveg	2b.1/3.2.1	3.1.5
LEES	8	Nwast	9a/	5.1
LEEWARD	2	Nloc	6k/4.0	9.10.5
LEFT	929	Nbp	/	1.5.9.2
LEFT-HANDED	0	Nbp	1a/5.1	1.5.1.1
LEFTOVERS	21	Nfood	9b/	5.5
LEFT|	2	Error	x/	x.x
LEG	1095	Nbp	1a/5.9	1.5.7
LEG HAND	0	Error	x/	x.x
LEG-SIDE	0	Nbp	1a/5.9	1.5.7
LEGAL	0	Vsoc	4f.1/	6.19
LEGBAND	4	Npers	3c/1	5.11.8.1
LEGENDARY	8	Ncult	9d/	5.8
LEGGED	26	Nbp	1a/5.9	1.5.7
LEGGING	108	Npers	3c/1	5.11.8.1
LEGGINGS	42	Npers	3c/1	5.11.8.1
LEGHAND	2	Nbp	1a/5.9	1.5.7
LEGS	138	Nbp	1a/5.9	1.5.7
LEGT	0	Error	x/	x.x
LEGUMINOUS	12	Vveg	2b.2/	3.1.10
LEISURE	8	Nleis	9d/	5.12
LEISURELY	4	Nleis	9d/	5.12
LEMON	70	Nveg	2b.1/3.2	3.1.5
LEMUR	2	Nanim	2a.1/10	2.1.9
LEND	189	Vexch	4f.4/	6.22
LENDTHING	2	Error	x/	x.x
LENGTH CUBIT	90	Meas	6g/	9.8
LENGTHEN	12	Vcos	6c/	9.5
LENGTHENED	6	Vcos	6c/	9.5
LENGTHWAY	0	Spat	6j/	9.2
LENGTHWAYS	2	Spat	6j/	9.2
LENGTHWISE	28	Spat	6j/	9.2
LENIENT	30	Vadj	5c/3.1	9.6.3
LENTIL	6	Nveg	2b.1/3.1	3.1.4
LENTILS	8	Nveg	2b.1/3.1	3.1.4
LEOPARD	353	Nanim	2a.1/7	2.1.3
LEPER	62	Nhum	3a/7.1	4.2.7
LEPISMA	2	Error	x/	x.x
LEPROSY	125	Nmed	9a/1	5.3
LEPROUS	6	Nmed	9a/1	5.3
LESS	38	Vadj	5c/2.1	7.1.2.1
LESSEN	6	Vadj	5c/2.1	7.1.2.1
LESSER	4	Vadj	5c/2.1	7.1.2.1
LET	2	Vsoc	4f.1/	6.19
LETHARGIC	112	Vadj	5c/3.1	9.6.2.2
LETTER	158	Nwrit	9a/	5.1
LEVEL	98	Vadj	5c/5.4	7.1.5.4
LEVELED	2	Vadj	5c/5.4	
LEVELISH	2	Vadj	5c/5.4	
LEVER	10	Nart	9f/	5.11
LEVVEL	0	Error	x/	x.x
LEVY	2	Vacq	4f.3/	6.21
LEWIS	2	Ntool	9a/	5.1
LG	4	Error	x/	x.x
LHASA	6	Nhum	3a/1	4.6
LIAR	20	Nhum	3a/11.3	4.2.12.3
LIBERAL	2	Vadj	5c/10	9.6.3
LIBERTY	50	Nsoc	9d/	5.8
LIBRA	2	Ncult	9d/	5.8
LICE	24	Nanim	2a.1/14	2.2.6
LICHEN	14	Nveg	2b.1/4.1	3.1.7
LICK	817	Vbp	1b/3.3.1	1.3.3.1
LICKING	6	Vbp	1b/3.3.1	1.3.3.1
LICORICE	6	Nveg	2b.1/3.2.1	3.1.5.1
LID	164	Ncont	9a/	5.11.1
LIE	411	Vutt	5f/10.4	8.5.10.4
LIE DOWN	3	Vbp	1b/1.4.1	6.1.1.4
LIE?	2	Vutt	5f/10.4	8.5.10.4
LIER	0	Error	x/	x.x
LIES	4	Vutt	5f/10.4	8.5.10.4
LIEUTENANT	2	Nhum	3a/6	4.2.6
LIFE	304	Nbp	1a/1.2.1	1.1.2.1
LIFE-SPAN	0	Nbp	1a/1.2.1	1.1.2.1
LIFELESS	2	Nbp	1a/1.2.1	1.1.2.1
LIFESPAN	5	Nbp	1a/1.2.1	1.1.2.1
LIFETIME	6	Nbp	1a/1.2.1	1.1.2.1
LIFT	184	Vhold	4e.2/	6.16
LIFTING	2	Vhold	4e.2/	6.16
LIGAMENT	67	Nbp	1a/6.6.1	1.6.6.1
LIGAMENTS	4	Nbp	1a/6.6.1	1.6.6.1
LIGHT	755	Vadj	5c/11.1	7.1.11.1
LIGHT BURN	2	Vadj	5c/11.1	
LIGHTEN	2	Vadj	5c/11.1	7.1.11.1
LIGHTENING	6	Nnat	2c.1/11	3.2.10
LIGHTING	4	Nfire	2c.3/1	5.11.5.5
LIGHTLY	22	Vadj	5c/10	7.1.8.3
LIGHTNING	262	Nnat	2c.1/1	3.2.1
LIGHTWEIGHT	4	Vadj	5c/2.1	7.1.5.1
LIGNUM	2	Nveg	2b.1/1.2	3.1.2
LIKE	632	Vpsi	5d/1.1.1	8.3.1.1.1
LIKE?	4	Error	x/	x.x
LIKEN	2	Vpsi	5d/	8.3
LIKES	4	Vpsi	5d/1.1.1	
LIKIN	2	Error	x/	x.x
LILY	6	Nveg	2b.1/3.1	3.1.4
LIMB	54	Nbp	1a/5.3.1	1.5.3.1
LIMBED	4	Nbp	1a/5.3.1	1.5.3.1
LIMBER	4	Vadj	5c/3.1	
LIMBS	88	Nbp	1a/5.3.1	1.5.3.1
LIMBS  JOINTS, & BOD	0	Nbp	1a/5.3.1	1.5.3.1
LIMBU	10	Nhum	3a/1	4.6
LIME	164	Nveg	2b.1/3.2	3.1.5
LIMEJUICE	2	Nveg	2b.1/3.2	3.1.6.3
LIMIT	0	Spat	6j/	9.2
LIMITS	2	Spat	6j/	9.2
LIMP	109	Nbp	1a/5.19	1.5.12
LIMPIDLY	2	Vadj	5c/8.1	
LIMPING	6	Vbp	1b/5.19	1.5.12
LIMPS	2	Nbp	1a/5.19	1.5.12
LINE	88	Nshiz	6e/	9.7.1
LINEAGE	6	Nkin	3b/5	4.7.5
LINEN	2	Ntxtl	9a/	5.11.6
LINES	22	Nshiz	6e/	9.7.1
LINK	8	Nrope	9a/	5.1
LINKING	4	Nrope	9a/	5.1
LINT	2	Ntxtl	9a/	5.11.6
LION	114	Nanim	2a.1/7	2.1.3
LIONESS	2	Nanim	2a.1/7	2.1.3
LIP	826	Nbp	1a/3.2	1.3.2
LIPS	80	Nbp	1a/3.2	1.3.2
LIQUEFY	12	Vliq	4b.3/	6.6
LIQUID	156	Nnat	2c.1/4	3.2.3
LIQUID FAT	1	Nbp	1a/6.4	1.6.4
LIQUIDS	24	Nnat	2c.1/4	3.2.3
LIQUOR	268	Nveg	2b.1/3.3.3	3.1.6.3
LISTEN	484	Vbp	1b/2.7.4	1.2.7.4
LISTENING	2	Vbp	1b/2.7.4	1.2.7.4
LISTLESS	2	Vadj	5c/10	7.1.1
LISU	4	Nhum	3a/1	4.6
LIT	2	Vburn	2c.2/	3.2.12.1
LITTER	2	Nanim	2a.1/18	2.3
LITTLE	428	Vshiz	6f/	9.7.2
LIVE	314	Vbp	1b/1.2.1	1.1.2.1
LIVED	6	Vbp	1b/1.2.1	1.1.2.1
LIVELY	2	Vbp	1b/1.2.1	1.1.2.1
LIVER	922	Nbp	1a/7.3	1.7.3
LIVESTOCK	23	Nbp	1a/1.1.1	1.1.1.1
LIVING	118	Vbp	1b/1.2.1	1.1.2.1
LIZARD	227	Nanim	2a.1/12	2.1.6.3
LIZARDS	14	Nanim	2a.1/12	2.1.6.3
LOACH	12	Nanim	2a.1/13	2.2.5
LOAD	250	Vact	4a/2.1	6.2.2.1
LOADS	2	Vact	4a/2.1	6.2.2.1
LOAF	2	Nfood	9b/	5.5
LOAM	6	Nnat	2c.1/12	3.2.11
LOAN	68	N$	9d/	5.9
LOATH	2	Vpsi	5d/	8.3
LOATHE	6	Vpsi	5d/	8.3
LOBE	14	Nbp	1a/3.2	1.3.2
LOBELIKE PART	1	Nbp	1a/2.7.1	1.2.7.1
LOBES	4	Nbp	1a/3.2	1.3.2
LOBSTERS	2	Nanim	2a.1/13	2.2.5
LOCAL	6	Nloc	6k/3	9.10.3
LOCALITY	12	Nloc	6k/3	9.10.3
LOCALITY-GOD	0	Nrel	9d/1.1	5.8.1.1
LOCATION	2	Nloc	6k/3	9.10.3
LOCATIONAL	2	G	8/	10.0
LOCATIVE	24	G	8/	10.0
LOCK	183	Nbp	1a/2.3	1.2.3
LOCKET	4	Npers	3c/3	5.11.8.3
LOCUS	74	Nloc	6k/3	9.10.3
LOCUST	88	Nanim	2a.1/14	2.2.6
LODGE	4	Ndwel	9c/1	5.11.9.1
LODGING	16	Ndwel	9c/1	5.11.9.1
LODGINGS	2	Ndwel	9c/1	5.11.9.1
LOFT	38	Ndwel	9c/1	5.11.9.1
LOG	62	Ncstr	9c/	5.11.9
LOGS	4	Ncstr	9c/	5.11.9
LOIN	22	Nbp	1a/4.9	1.4.9
LOINCLOT	4	Error	x/	x.x
LOINCLOTH	61	Npers	3c/2.1.3	5.11.8.2.1.3
LOINS	172	Nbp	1a/4.9	1.4.9
LOITERING	4	Vmot	4b.4/10	6.7.10
LOMDZOM	2	Error	x/	x.x
LON	2	Error	x/	x.x
LONE	4	Vadj	5c/6.1	7.1.6.1
LONELY	12	Vadj	5c/6.1	7.1.1
LONER	2	Vadj	5c/6.1	
LONG	1009	Vshiz	6f/	9.7.2
LONG HAIR	1	Nbp	1a/6.1	1.6.1
LONG LEGS	4	Nbp	1a/5.9	1.5.7
LONG LIFE	1	Nbp	1a/1.2.1	1.1.2.1
LONG-HAIRED	0	Vbp	1b/2.3	1.2.3.3
LONG-LIMBED	0	Vbp	1b/5.3	1.5.3.3
LONG-LIVED	0	Vbp	1b/1.2.1	1.1.2.1
LONGER	12	Vshiz	6f/	9.7.2
LONGHANDLED	2	Vadj	5c/2.1	
LONGING	2	Vpsi	5d/1.14.1	8.3.1.14.1
LONGITUDINALLY	2	Vadj	5c/5.3	
LOOK	838	Vbp	1b/2.6.9	1.2.6.11
LOOKING	26	Vbp	1b/2.6.9	1.2.6.11
LOOKOUT	8	Nnat	2c.1/6	3.2.5
LOOKS	4	Vbp	1b/2.6.9	1.2.6.11
LOOK~FOR	4	Vbp	1b/2.6.9	1.2.6.11
LOOM	216	Ntxtl	9a/	5.11.6
LOOM-PART	0	Ntxtl	9a/	5.11.6
LOOM-PEDAL	0	Ntxtl	9a/	5.11.6
LOOP	8	Nrope	9a/	5.1
LOOSE	174	Vadj	5c/5.1	6.13.1
LOOSE-FITTING	0	Vadj	5c/5.1	7.1.5.1
LOOSED	10	Vadj	5c/5.1	6.13.1
LOOSELY	16	Vadj	5c/5.1	7.1.8.3
LOOSEN	28	Vadj	5c/5.1	6.13.1
LOOT	2	N$	9d/	5.9
LOP	16	Vcut	4c.4/2	6.9.3
LORD	80	Nhum	3a/5	4.2.5
LORE	2	Ncult	9d/	5.8
LORI	0	Error	x/	x.x
LORIS	2	Nanim	2a.1/10	2.1.9
LOSE	435	Vsep	4c.7/1.1	6.10.1
LOSS	18	Vsep	4c.7/1.1	6.10.1
LOST	72	Vsep	4c.7/1.1	6.10.1
LOT	18	Nloc	6k/4.0	9.10.5
LOTS	2	Nloc	6k/4.0	9.10.5
LOTTERY	4	N$	9d/	5.9
LOTUS	14	Nveg	2b.1/3.1	3.1.4
LOUD	76	Sound	6a/	9.3
LOUDLY	20	Sound	6a/	9.3
LOUSE	573	Nanim	2a.1/14	2.2.6
LOUSE EGG	1	Nbp	1a/9.3.3	1.9.1
LOVE	474	Vpsi	5d/1.1.1	8.3.1.1.1
LOVED	2	Vpsi	5d/1.1.1	8.3.1.1.1
LOVELY	0	Vadj	5c/3.2	7.1.3
LOVER	16	Vpsi	5d/1.1.1	8.3.1.1.1
LOVING	4	Error	x/	x.x
LOW	351	Vadj	5c/5.3	7.1.5.3
LOWER	2	Vadj	5c/5.3	7.1.5.3
LOWER BACK	560	Nbp	1a/4.8.1	1.4.8.1
LOWER BODY	1	Nbp	1a/1.1	1.1.1
LOWER JAW	1	Nbp	1a/2.5.2	1.2.5.2
LOWER LEG	1	Nbp	1a/5.9	1.5.7.4
LOWLAND	0	Nnat	2c.1/6	3.2.5
LOWLANDS	6	Nnat	2c.1/6	3.2.5
LOYAL	0	Vadj	5c/3.1	9.6.1.2
LUCK	8	Nabst	5a/	8.1
LUKEWARM	6	Vadj	5c/2.4	7.1.2.3
LULL	4	Vact	4a/2.1	6.2.2.1
LULLABY	4	Nmus	9a/	5.11.3
LULLING	2	Vact	4a/2.1	6.2.2.1
LUMBAR	4	Nbp	1a/4.8.2	1.4.8.2
LUMBER	2	Ncstr	9c/	5.11.9
LUMP	30	Nshiz	6e/	9.7.1
LUMPS	4	Nshiz	6e/	9.7.1
LUNAR	8	Nnat	2c.1/3	3.2.2
LUNATIC	34	Vpsi	5d/	8.3
LUNCH	116	Nfood	9b/	5.5
LUNG	491	Nbp	1a/7.2	1.7.2
LUNGI	6	Npers	3c/2.1.3	5.11.8.2.1.3
LUNGS	448	Nbp	1a/7.2	1.7.2
LUOBA	2	Nhum	3a/1	4.6
LURE	4	Vpsi	5d/	8.3
LURK	0	Vact	4a/1	6.1.1
LURKS	2	Vact	4a/1	6.1.1
LUSCIOU	0	Error	x/	x.x
LUSCIOUS	2	Vadj	5c/4.4	7.1.4.4
LUST	6	Vpsi	5d/1.14.1	8.3.1.14.1
LUSTRE	2	Vadj	5c/11.1	7.1.11.1
LUTE	16	Nmus	9a/	5.11.3
LUXURIANT	4	Vadj	5c/2.1	9.6.1.1
LYE	10	Nnat	2c.1/4	3.2.3
LYING	28	Vact	4a/1.4	8.5.10.4
LYMPH	75	Nbp	1a/6.6.4	1.6.6.4
LYMPHADENITI	0	Error	x/	x.x
LYMPHADENITIS	2	Nbp	1a/6.6.4	1.6.6.4
LYMPHATITIS	2	Nbp	1a/6.6.4	1.6.6.4
LYNX	12	Nanim	2a.1/7	2.1.3
L	2	Error	x/	x.x
L	2	Error	x/	x.x
Lȿ	2	Error	x/	x.x
M	4	Error	x/	x.x
MACACU	8	Error	x/	x.x
MACACUS	4	Error	x/	x.x
MACAQUE	2	Nanim	2a.1/10	2.1.9
MACHAN	2	Error	x/	x.x
MACHANG	2	Error	x/	x.x
MACHETE	23	Ntool	9a/1	5.11.5.1
MACHINE	12	Ntool	9a/	5.1
MAD	214	Vpsi	5d/1.11.11	8.3.1.11.3
MADAM	6	Nhum	3a/5.1.2	4.2.5.1
MADE	88	Vmake	4d.3/	6.14
MADLY	2	Vpsi	5d/1.11.11	8.3.1.11.3
MADMAN	22	Vpsi	5d/1.11.11	8.3.1.11.3
MADNESS	2	Vpsi	5d/1.11.11	8.3.1.11.3
MAD(tm)	6	Error	x/	x.x
MAD	2	Error	x/	x.x
MAGAR	6	Nanim	2a.1/1	2.1.2
MAGGOT	226	Nanim	2a.1/14	2.2.6
MAGGOTS	2	Nanim	2a.1/14	2.2.6
MAGIC	10	Nrel	9d/3.2	5.8.3.2
MAGICAL	12	Nrel	9d/3.2	5.8.3.2
MAGICIAN	2	Nrel	9d/3.2	5.8.3.2
MAGPIE	118	Nanim	2a.1/11.2	2.2.4.1
MAID	10	Nhum	3a/10	4.2.10
MAIDEN	10	Nhum	3a/7.2	4.2.8
MAIDSERVANT	2	Nhum	3a/10	4.2.10
MAIL	8	Nwrit	9a/	5.1
MAIMED	4	Vbp	1b/5.19	1.5.12
MAIN	34	Vadj	5c/7.1	7.1.7.1
MAIZE	280	Nveg	2b.1/3.2	3.1.5
MAJHI	2	Error	x/	x.x
MAJOR	4	Nhum	3a/6	4.2.6
MAKE	738	Vmake	4d.3/	6.14
MAKE LOV	1	Error	x/	x.x
MAKE LOVE	1	Nbp	1a/9.1.1	
MAKE-BELIEVE	0	Vpsi	5d/3.4.4.1	8.3.3.4.3.1
MAKER	2	Vmake	4d.3/	6.14
MAKING	34	Vmake	4d.3/	6.14
MALARIA	256	Nmed	9a/1	5.3
MALE	388	Nbp	1a/9.2	1.9.13
MALE GENITAL	1	Nbp	1a/9.2.1	1.9.10
MALE PRIVATES	1	Nbp	1a/9.2.1	1.9.10
MALE PUBIC HAIR	2	Nbp	1a/9.2.3	1.9.13.1
MALE TOMCAT	2	Nanim	2a.1/7	2.1.3
MALE?	2	Error	x/	x.x
MALEFICENT	4	Error	x/	6.4
MALEFICIENT	2	Vharm	4b.1/	x.x
MALES	2	Nbp	1a/9.2	1.9.13
MALEVOLENT	12	Vharm	4b.1/	6.4
MALLEOLU	0	Error	x/	x.x
MALLEOLUS	2	Error	x/	x.x
MALLET	2	Ntool	9a/4	5.11.5.4
MALT	6	Nveg	2b.1/3.3.2	3.1.6.2
MALTING	2	Nveg	2b.1/3.3.2	3.1.6.2
MALTREAT	2	Vharm	4b.1/	6.4
MAMA	2	Nkin	3b/1	4.7.1
MAMMAL	74	Nanim	2a.1/15	2.2.7
MAMMARY	2	Vbp	/	1.9.4
MAN	1183	Nbp	1a/9.2	1.9.13
MANAGE	108	Vabst	5b/	8.2
MANANG	4	Nhum	3a/1	4.6
MANCHILD	4	Nhum	3a/9.2	4.3
MANDIBLE	32	Nbp	1a/2.5.2	1.2.5.2
MANDIS	2	Error	x/	x.x
MANE	138	Nbp	1a/6.1	1.6.1.2
MANGE	2	Nbp	1a/6.1	1.6.1
MANGO-LEAF	84	Nveg	2b.1/3.2.1	3.1.3
MANGOOSE	2	Error	x/	x.x
MANGOSTEEN	2	Nveg	2b.1/3.2	3.1.5
MANGROVE	2	Nveg	2b.1/1.1	3.1.1
MANGY	2	Vbp	1b/6.1	1.6.1.4
MANHOOD	4	Nhum	3a/9.1	4.2.11
MANI	6	Error	x/	x.x
MANIFEST	2	Vadj	5c/	9.5
MANKIND	10	Nhum	3a/13	4.5
MANNE	0	Error	/	x.x
MANNER	316	Nabst	5a/	8.1
MANNERS	4	Nsoc	9d/	5.13
MANSION	2	Ndwel	9c/1	5.11.9.1
MANTI	0	Error	x/	x.x
MANTIS	16	Nbp	1a/9.2	1.9.6.1
MANTLE	2	Nbp	1a/9.2	1.9.6.1
MANTRA	2	Ncult	9d/	5.8
MANUFACTURED	6	Vmake	4d.3/	6.14
MANURE	144	Nbp	1a/8.6	1.8.5
MANURING	2	Vbp	1b/8.6	1.8.5.4
MANY	364	Num	6h/	9.9
MANY?	6	Error	x/	x.x
MAPLE	6	Nveg	2b.1/1.1	3.1.1
MARCH	140	Ntime	6i/1	9.1.2
MARE	28	Nanim	2a.1/2	2.1.7
MARGIN	4	Spat	6j/7	9.2.7
MARIGOLD	2	Nveg	2b.1/3.1	3.1.4
MARIS	2	Error	x/	x.x
MARK	212	Nwrit	9a/	5.2
MARKED	14	Nwrit	9a/	5.2
MARKER	80	Nwrit	9a/	5.2
MARKET	82	Nloc	6k/5	9.10.6
MARKETPLACE	104	Nloc	6k/5	9.10.6
MARKIN	2	Error	x/	x.x
MARKING-NUT	10	Nart	9f/	5.11
MARMOT	10	Nanim	2a.1/16	2.1.1
MARRIAGE	62	Nsoc	9d/	5.13
MARRIAGEABLE	4	Vsoc	4f.1/	6.19
MARRIED	108	Vsoc	4f.1/	6.19
MARROW	402	Nbp	1a/6.3.5	1.6.3.5
MARROW-BONE	0	Nbp	1a/6.3.5	1.6.3.5
MARRY	276	Vsoc	4f.1/	6.19
MARSH	16	Nnat	2c.1/6	3.2.5
MARTEN	14	Nanim	2a.1/15	2.2.7
MARTIAL	0	Nsoc	9d/	5.8
MARTIN	2	Error	x/	x.x
MASCULINE	5	Nbp	1a/9.2	1.9.13
MASH	32	Vadj	5c/5.1	5.5
MASHED	40	Vadj	5c/5.1	7.1.5.1
MASK	38	Ncult	9d/	5.8
MASONRY	4	Ndwel	9c/3	5.11.9.3
MASS	16	Nabst	5a/	8.1
MASSAGE	32	Vfeel	5e/	8.4
MASTER	58	Nhum	3a/5.1.2	4.2.5.1
MASTERY	2	Vpsi	5d/1.12.1	8.3.1.12.1
MASTICATE	2	Vbp	1b/3.4.5	1.3.4.5
MASTIFF	2	Nanim	2a.1/6	2.1.11
MASTURBATE	4	Vbp	1b/9.1.1	1.9.1.1
MASTURBATION	4	Nbp	1a/9.1.1	
MAT	340	Ndwel	9c/4	5.11.9.4
MATCH	150	Nfire	2c.3/1	5.11.5.5
MATCH-MAKER	0	Nhum	3a/3.1	4.2.1
MATCHBOX	2	Nfire	2c.3/1	5.11.5.5
MATCHING	2	Vabst	5b/	8.2
MATCHMAKER	4	Nhum	3a/3.1	4.2.1
MATE	4	Nbp	1a/9.1.1	
MATERIAL	18	Ntxtl	9a/	5.1
MATERNAL	166	Error	x/	x.x
MATERNITY	6	Ndwel	9c/4	5.11.9.4
MATING	8	Vbp	1b/9.1.1	1.9.1.1
MATRIX	2	Nabst	5a/	8.1
MATS	18	Ndwel	9c/4	5.11.9.4
MATTED	6	Vadj	5c/5.1	7.1.5.1
MATTER	48	Nabst	5a/	8.1
MATTING	2	Ndwel	9c/4	5.11.9.4
MATTRES	0	Error	x/	x.x
MATTRESS	8	Ndwel	9c/4	5.11.9.4
MATURE	26	Vcos	6c/	9.5
MATURITY	4	Vcos	6c/	9.5
MAUL	6	Vharm	4b.1/	6.4
MAW	4	Nbp	1a/3.1	1.3.1
MAXILLA	24	Nbp	1a/2.5.2	1.2.5.2
MAY	2	Ntime	6i/1	9.1.2
MAY NEED TO SPLIT	120	Error	x/	x.x
MAYBE	2	G	8/2.1	10.2.1
MA	2	Error	x/	x.x
MA	4	Error	x/	x.x
MA	4	Error	x/	x.x
ME	36	Nhum	3a/2	4.1
ME?	6	Error	x/	x.x
MEADOW	6	Nnat	2c.1/6	3.2.5
MEAL	80	Nfood	9b/	5.5
MEALS	2	Nfood	9b/	5.5
MEAN	10	Vabst	5b/	8.2
MEANING	6	Nabst	5a/	8.1
MEANS	94	Vabst	5b/	8.2
MEANWHILE	2	Ntime	6i/4	9.1.5
MEASLES	56	Nmed	9a/1	5.3
MEASLES?	2	Error	x/	x.x
MEASURE	326	Meas	6g/	9.8
MEASURE=10	2	Error	x/	x.x
MEASUREMENT	2	Meas	6g/	9.8
MEASURING	8	Meas	6g/	9.8
MEAT	1232	Nbp	1a/1.1.1	1.1.1.1
MEAT-EATING	0	Vbp	1b/1.1	
MECONIUM	35	Nbp	1a/8.6	1.8.5.1
MEDDLING	2	Vact	4a/2.2	6.2.2.2
MEDIATION	2	Nhum	3a/3.3	4.2.3
MEDIATOR	8	Nhum	3a/3.3	4.2.3
MEDICINAL	30	Nmed	9a/2	5.4
MEDICINE	254	Nmed	9a/2	5.4
MEDICINE-MAN	0	Nhum	3a/4	4.2.4
MEDIOCRE	4	Vadj	5c/8.3	9.6.2.1
MEDITATE	8	Vpsi	5d/1.15	8.3.1.15
MEDITATION	4	Vpsi	5d/1.15	8.3.1.15
MEDIUM	10	Nhum	3a/6	4.2.6
MEEK	2	Vadj	5c/3.1	9.6.2.2
MEET	261	Vact	4a/	6.2
MEETING	122	Vjoin	4d.2/5	6.13.5
MEITHEI	1	Nhum	3a/1	4.6
MELL	2	Error	x/	x.x
MELODIOUSLY	4	Nmus	9a/	5.11.3
MELON	114	Nveg	2b.1/3.2	3.1.5
MELT	219	Vcos	6c/	9.5
MELTED	12	Vcos	6c/	9.5
MELTS	2	Vcos	6c/	9.5
MELTWATER	2	Error	x/	x.x
MEMBER	2	Nhum	/	1.5.3.2
MEMBERS	4	Nhum	/	1.5.3.2
MEMBRANE	12	Nbp	1a/6.5	1.6.5
MEMBRANEOUS	2	Vadj	5c/5.1	
